ID Posla;Vrsta najemnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena najemnina;Vključenost obratovalnih stroškov v najemnino;Vključenost DDV;Stopnja DDV;Datum začetka najema;Datum prenehanja najema;Čas najema;Trajanje najema;Datum zaključka najema /Datum predčasne prekinitve najema;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
181046;1;02.01.2015;17.12.2014;300;1;0;;17.12.2014;;2;;;;0;23.07.2015;02.01.2015;1;4
181050;1;02.01.2015;24.12.2013;280;1;0;;24.12.2013;31.12.2014;1;13;29.12.2014;;0;23.07.2015;02.01.2015;2;4
181065;1;04.01.2015;01.01.2015;150;1;0;;01.01.2015;31.12.2015;1;12;31.12.2015;;0;30.07.2019;04.01.2015;1;4
181088;1;04.01.2015;01.01.2015;100;1;0;;01.01.2015;24.06.2015;1;6;24.06.2015;;0;30.07.2019;04.01.2015;1;4
181112;1;05.01.2015;21.10.2014;59;0;0;;21.10.2014;21.10.2019;1;60;28.09.2018;Razlog predčasnega zaključka : odpoved;0;12.12.2018;05.01.2015;1;4
181113;1;05.01.2015;31.12.2014;300;0;0;;31.12.2014;31.12.2014;1;0;31.12.2014;;;12.07.2021;05.01.2015;1;4
181118;1;05.01.2015;19.12.2014;140;0;0;;19.12.2014;31.12.2015;1;13;31.12.2015;Sklenjen aneks k najemni pogodbi za podaljšanje najema.;;01.01.2016;05.01.2015;2;4
181190;1;05.01.2015;26.09.2014;70;1;0;;01.10.2014;;2;;01.02.2019;Razlog predčasnega zaključka : Odpoved;0;08.02.2019;05.01.2015;1;4
181217;1;05.01.2015;16.07.2014;140;0;0;;16.07.2014;;2;;31.08.2016;;0;20.12.2016;05.01.2015;1;4
181242;1;15.02.2015;01.01.2015;20;0;0;;01.01.2015;31.03.2015;1;3;30.03.2015;;;30.07.2019;15.02.2015;1;4
181265;1;06.01.2015;15.06.2014;360;0;0;;15.06.2014;15.06.2016;1;24;31.08.2015;Razlog predčasnega zaključka : Predčasna odpoved najemojemalca;0;26.11.2015;06.01.2015;1;4
181308;5;06.01.2015;02.06.2014;197,62;1;0;;02.06.2014;;2;;;;;23.07.2015;06.01.2015;1;4
181395;1;07.01.2015;01.01.2014;90;1;0;;01.01.2015;;2;;;;0;23.07.2015;07.01.2015;1;4
181491;1;07.01.2015;07.05.2014;1707,6;1;1;2;07.05.2014;30.06.2014;1;2;30.06.2014;;0;23.07.2015;07.01.2015;2;4
181526;1;07.01.2015;06.01.2015;750;0;0;;06.01.2015;31.12.2015;1;12;31.12.2015;;1;30.07.2019;07.01.2015;2;4
181548;1;08.01.2015;01.01.2015;100;0;0;;01.01.2015;31.12.2015;1;12;31.12.2015;;;12.07.2021;08.01.2015;1;4
181568;1;08.01.2015;01.09.2014;340;0;0;;01.09.2014;01.09.2015;1;12;31.12.2014;;;23.07.2015;08.01.2015;2;4
181601;5;08.01.2015;07.01.2015;92,97;0;0;;07.01.2015;;2;;;;0;30.07.2019;08.01.2015;1;4
181693;1;08.01.2015;06.01.2015;706,81;0;0;;06.01.2015;;2;;;15-02-111-0;0;30.07.2019;08.01.2015;1;4
181716;1;08.01.2015;07.01.2015;36;0;1;4;07.01.2015;;2;;;15-21-6-0;0;30.07.2019;08.01.2015;1;4
181757;1;08.01.2015;01.04.2014;350;0;0;;01.04.2014;31.03.2017;1;36;31.03.2017;;;31.03.2017;08.01.2015;1;4
181801;1;08.01.2015;16.05.2013;93,15;0;0;;16.05.2013;;2;;25.09.2014;;0;23.07.2015;08.01.2015;2;4
181811;1;08.01.2015;01.10.2014;350;0;0;;01.10.2014;01.10.2015;1;12;01.10.2015;;0;06.10.2015;08.01.2015;1;4
181837;1;08.01.2015;01.12.2014;150;0;1;4;01.12.2014;;2;;;;;23.07.2015;08.01.2015;1;4
181929;1;09.01.2015;29.12.2014;270;0;0;;29.12.2014;28.12.2015;1;12;28.12.2015;;0;29.12.2015;09.01.2015;1;4
181935;2;09.01.2015;29.12.2014;500;0;0;;29.12.2014;31.12.2016;1;25;31.12.2016;Obratovalni stroški niso všteti;0;01.01.2017;09.01.2015;1;4
181936;1;09.01.2015;15.12.2014;185;0;1;4;15.12.2014;;2;;31.12.2014;;0;23.07.2015;09.01.2015;1;4
182037;1;09.01.2015;18.12.2014;320;0;0;;18.12.2014;31.12.2015;1;13;31.12.2015;POROČAM O: Dodatek k najemni pogodbi;0;11.02.2016;09.01.2015;2;4
182085;1;10.01.2015;30.08.2013;250;0;0;;01.09.2013;31.03.2014;1;7;31.03.2014;POPRAVLJAM NAPAČNO VNESEN DATUM PRENEHANJA NAJEMA POSLA z ID: 182084 Tam je bil datum prekinitve pogodbe: 30.4.2014. Ta datum popravljam na 31.3.2014  Hvala za razumevanje, Sašo Karakatič;;23.07.2015;10.01.2015;1;4
182153;2;12.01.2015;01.01.2015;1022;1;0;;01.01.2015;31.12.2015;1;12;31.12.2015;Najemna pogodba se nanaša na pritlični del stanovanjske stavbe. Najemodajalca sta Branislav in Neva Žigon, vsak skladno s 50% deležem lastništva zgradbe. Navedeni bruto znesek je skupni za oba lastnika. Najemnina se plačuje v začetku tekočega leta za preteklo leto v enkratnem bruto znesku, kar za celotno leto 2014 znaša 12.264,00 eur, pri čemer najemojemalec odtegne in obračuna vse dajatve v zvezi s poslom. V bruto znesku gre torej na vsakega od lastnikov 6.132,00 eur.;0;30.07.2019;12.01.2015;1;4
182167;2;12.01.2015;30.12.2014;480;1;0;;30.12.2014;31.12.2015;1;13;31.12.2015;;;01.01.2016;12.01.2015;2;4
182366;1;12.01.2015;08.07.2014;500;0;0;;01.09.2014;31.08.2016;1;24;31.08.2016;;0;31.08.2016;12.01.2015;1;4
182410;1;13.01.2015;31.08.2014;600;0;0;;31.08.2014;31.08.2015;1;12;31.08.2015;;0;26.02.2016;13.01.2015;2;4
182425;1;13.01.2015;22.11.2014;270;0;0;;22.11.2014;30.09.2015;1;11;30.09.2015;;0;30.09.2015;13.01.2015;2;4
182580;2;13.01.2015;16.12.2014;5013,55;0;1;4;16.12.2014;19.06.2021;1;79;01.05.2015;prijava najemnega posla se nanaša na Aneks 4 (višina prijavljene najemnine iz aneksa 4 obsega tako višino najemnine iz osnovne pogodbe in aneksov, ki so bili predhodno prijavljeni v ETN) / + 3 parkirna mesta (enako že od sklenjenega aneksa 1)Razlog predčasnega zaključka : sklenitev nove pogodbe o najemu poslovnih prostorov s povezano pravno osebo;0;23.07.2015;13.01.2015;1;4
182601;1;13.01.2015;10.01.2015;150;0;0;;10.01.2015;10.11.2015;1;10;10.11.2015;;1;12.07.2021;13.01.2015;1;4
182605;5;13.01.2015;12.11.2014;467,47;0;0;;12.11.2014;01.11.2015;1;12;01.11.2015;najemnina je tržna;0;02.11.2015;13.01.2015;1;4
182665;1;13.01.2015;27.02.2014;290;0;0;;27.02.2014;01.03.2016;1;25;01.03.2016;;0;02.03.2016;13.01.2015;2;4
182676;1;13.01.2015;17.05.2014;300;0;0;;18.05.2014;17.05.2015;1;12;17.05.2015;;;23.07.2015;13.01.2015;1;4
182697;1;14.01.2015;02.09.2013;200;1;0;;02.09.2013;30.11.2014;1;15;30.11.2014;;0;23.07.2015;14.01.2015;1;4
182750;1;14.01.2015;01.05.2014;180;0;0;;01.05.2014;30.04.2015;1;12;30.04.2015;;0;06.10.2015;14.01.2015;1;4
182779;1;14.01.2015;16.12.2014;225;0;0;;01.01.2015;;2;;28.02.2015;Razlog predčasnega zaključka : Prodaja stanovanja;;15.05.2016;14.01.2015;1;4
182836;1;14.01.2015;31.12.2014;350;0;0;;31.12.2014;31.12.2015;1;12;31.12.2015;;0;01.01.2016;14.01.2015;2;4
182903;1;14.01.2015;22.11.2007;150;0;0;;01.12.2007;;2;;;;0;12.07.2021;14.01.2015;1;4
182994;1;14.01.2015;24.12.2014;2545,8;0;0;;01.01.2015;;2;;;;0;23.07.2015;14.01.2015;1;4
182999;1;14.01.2015;01.01.2014;200;0;0;;01.01.2014;;2;;;;;06.10.2015;14.01.2015;1;4
183003;1;14.01.2015;21.11.2014;56;0;1;4;01.12.2014;;2;;30.11.2014;;0;23.07.2015;14.01.2015;1;4
183057;1;15.01.2015;01.12.2014;250;0;0;;01.12.2014;01.12.2019;1;60;30.06.2016;Razlog predčasnega zaključka : Sporazumna prekinitev;;20.07.2016;15.01.2015;1;4
183063;1;14.01.2015;15.12.2014;300;0;0;;15.12.2014;14.12.2015;1;12;14.12.2015;;0;15.12.2015;14.01.2015;1;4
183078;2;15.01.2015;25.12.2014;1637,18;0;0;;25.12.2014;31.12.2019;1;61;31.12.2019;;0;01.01.2020;15.01.2015;1;4
183104;1;15.01.2015;27.11.2014;395,28;0;1;4;27.11.2014;31.12.2015;1;14;31.12.2015;;0;01.01.2016;15.01.2015;1;4
183148;1;15.01.2015;05.01.2015;43,92;0;1;4;05.01.2015;31.12.2015;1;12;31.12.2015;;0;30.07.2019;15.01.2015;1;4
183154;1;15.01.2015;24.12.2014;263,52;1;1;4;24.12.2014;;2;;22.12.2015;;0;16.03.2016;15.01.2015;1;4
183160;1;15.01.2015;31.05.2013;40;0;0;;01.06.2013;;2;;;;0;12.07.2021;15.01.2015;1;4
183174;2;15.01.2015;30.08.2014;100;0;0;;01.09.2014;31.08.2015;1;12;31.08.2015;;0;12.07.2021;15.01.2015;1;4
183186;1;15.01.2015;24.12.2014;305;1;1;4;24.12.2014;31.12.2015;1;13;31.12.2015;;;02.10.2019;15.01.2015;2;4
183261;1;15.01.2015;01.01.2015;200;0;0;;01.01.2015;31.12.2015;1;12;31.12.2015;;0;30.07.2019;15.01.2015;1;4
183349;1;15.01.2015;17.12.2014;500;0;0;;17.12.2014;17.12.2015;1;12;17.12.2015;;0;18.12.2015;15.01.2015;1;4
183355;1;15.01.2015;31.08.2014;100;0;0;;01.10.2014;30.09.2015;1;12;30.09.2015;;0;06.10.2015;15.01.2015;1;4
183383;1;15.01.2015;30.09.2014;140;0;0;;01.10.2014;30.09.2015;1;12;30.09.2015;;0;06.10.2015;15.01.2015;1;4
183468;5;15.01.2015;13.05.2014;142,15;0;0;;13.05.2014;;2;;01.01.2016;Razlog predčasnega zaključka : podvojen posel;;22.08.2016;15.01.2015;1;4
183572;1;16.01.2015;10.11.2014;97,6;1;1;4;11.11.2014;;2;;31.01.2015;Razlog predčasnega zaključka : NAJEMNIK JE ODSTOPIL OD POGODBE;;26.11.2015;16.01.2015;1;4
183587;1;16.01.2015;05.06.2014;700;0;0;;05.06.2014;05.12.2014;1;6;05.12.2014;;0;12.07.2021;16.01.2015;1;4
183691;1;16.01.2015;31.12.2014;180;1;0;;31.12.2014;31.12.2015;1;12;31.12.2015;POROČAM O: Dodatek k najemni pogodbi;0;19.01.2016;16.01.2015;2;4
183736;1;16.01.2015;01.04.2014;150;1;0;;01.04.2014;31.10.2015;1;19;31.03.2015;;0;28.10.2015;16.01.2015;2;4
183738;1;16.01.2015;20.12.2014;230;0;0;;20.12.2014;31.12.2015;1;13;30.04.2015;Gre za dodatek k najemni pogodbi.Razlog predčasnega zaključka : Prekinitev;0;26.11.2015;16.01.2015;2;4
183822;1;16.01.2015;05.01.2015;500;0;0;;05.01.2015;01.02.2016;1;13;24.01.2016;Gre za dodatek k najemni pogodbi.;0;30.07.2019;16.01.2015;2;4
183829;1;16.01.2015;01.11.2014;600;0;0;;15.11.2014;;2;;;;1;23.07.2015;16.01.2015;1;4
183845;1;17.01.2015;29.12.2014;1000;0;0;;01.01.2015;31.12.2019;1;60;31.12.2019;;1;01.01.2020;17.01.2015;1;4
183984;1;19.01.2015;12.12.2014;1342;0;1;4;12.12.2014;;2;;;;0;23.07.2015;19.01.2015;1;4
183992;1;19.01.2015;01.08.2014;100;0;0;;01.12.2014;;2;;;;0;12.07.2021;19.01.2015;1;4
184006;1;19.01.2015;03.01.2015;370;0;0;;03.01.2015;30.09.2015;1;9;30.09.2015;;0;30.07.2019;19.01.2015;1;4
184023;1;19.01.2015;01.06.2014;140;0;0;;01.06.2014;01.06.2015;1;12;01.06.2015;;0;23.07.2015;19.01.2015;2;4
184029;1;19.01.2015;01.01.2014;150;0;0;;01.01.2014;31.12.2015;1;24;31.12.2015;;;12.07.2021;19.01.2015;1;4
184045;2;19.01.2015;30.12.2014;212,6;0;1;4;01.01.2015;;2;;;;;23.07.2015;19.01.2015;1;4
184143;1;20.01.2015;31.12.2014;500;0;0;;31.12.2014;31.03.2015;1;3;30.03.2015;;1;23.07.2015;20.01.2015;2;4
184164;1;20.01.2015;14.01.2015;500;0;0;;15.01.2015;14.01.2016;1;12;14.01.2016;;0;30.07.2019;20.01.2015;1;4
184165;1;20.01.2015;12.01.2015;500;0;0;;15.01.2015;14.01.2020;1;60;14.01.2020;;;15.01.2020;20.01.2015;1;4
184181;1;20.01.2015;01.01.2014;150;0;0;;01.01.2014;01.01.2015;1;12;31.12.2014;;;12.07.2021;20.01.2015;1;4
184183;1;20.01.2015;01.10.2014;70;0;0;;01.10.2014;31.08.2015;1;11;31.08.2015;;0;06.10.2015;20.01.2015;1;4
184192;1;20.01.2015;30.07.2014;200;0;0;;01.08.2014;31.07.2015;1;12;31.07.2015;;;12.07.2021;20.01.2015;1;4
184209;1;20.01.2015;16.01.2015;550;0;0;;16.01.2015;30.01.2016;1;13;30.01.2016;;0;30.07.2019;20.01.2015;2;4
184210;2;20.01.2015;01.01.2015;300;1;0;;01.01.2015;27.12.2015;1;12;27.12.2015;;;12.07.2021;20.01.2015;1;4
184215;1;20.01.2015;01.01.2015;80;0;0;;01.01.2015;30.06.2015;1;6;30.06.2015;;;12.07.2021;20.01.2015;1;4
184236;1;20.01.2015;06.01.2014;100;0;0;;06.01.2014;;2;;;;;12.07.2021;20.01.2015;1;4
184266;1;20.01.2015;01.12.2014;200;0;0;;01.12.2014;31.05.2015;1;6;31.05.2015;;0;06.10.2015;20.01.2015;1;4
185613;1;20.01.2015;01.12.2014;50;0;0;;01.12.2014;01.12.2015;1;12;30.11.2015;;;01.12.2015;20.01.2015;1;4
185625;1;20.01.2015;27.12.2014;2200;0;0;;27.12.2014;31.12.2015;1;13;31.12.2015;;0;01.01.2016;20.01.2015;2;4
185646;5;21.01.2015;08.12.2014;32,38;1;0;;08.12.2014;31.12.2015;1;13;31.12.2015;;0;02.02.2017;21.01.2015;2;4
185650;1;21.01.2015;01.10.2014;100;0;0;;01.10.2014;31.03.2015;1;6;31.03.2015;;;06.10.2015;21.01.2015;1;4
185658;2;21.01.2015;31.07.2014;200;1;0;;01.08.2014;31.07.2015;1;12;31.07.2015;;0;31.07.2015;21.01.2015;1;4
185688;1;28.01.2015;20.01.2015;163,72;1;0;;20.01.2015;31.12.2019;1;60;28.02.2018;Razlog predčasnega zaključka : Sporazumna prekinitev.;0;30.07.2019;28.01.2015;1;4
185732;1;16.03.2015;01.02.2015;225;0;0;;01.02.2015;31.01.2016;1;12;31.01.2016;;0;30.07.2019;16.03.2015;1;4
185992;1;22.01.2015;01.04.2011;300;0;0;;01.04.2011;31.12.2015;1;57;31.12.2015;;0;12.07.2021;22.01.2015;1;4
186818;1;22.01.2015;01.07.2013;122;0;1;4;01.07.2013;;2;;;;0;21.08.2015;22.01.2015;1;4
187895;1;25.01.2015;15.01.2015;30;0;0;;15.01.2015;01.01.2016;1;12;01.01.2016;NAJEMNIK JE BIL ŽE PRI MENI V NAJEMU V ISTI STAVBI;0;30.07.2019;25.01.2015;1;4
187916;1;26.01.2015;01.11.2014;50;0;0;;01.11.2014;30.04.2015;1;6;29.04.2015;;0;06.10.2015;26.01.2015;1;4
187926;1;26.01.2015;24.10.2014;258,37;0;0;;24.10.2014;23.10.2015;1;12;23.10.2015;;0;23.10.2015;26.01.2015;1;4
187949;4;26.01.2015;12.11.1998;152,38;0;0;;12.11.1998;;2;;;;;21.06.2018;26.01.2015;1;4
188022;4;27.01.2015;23.11.2007;140,28;0;0;;23.11.2007;;2;;;;;27.10.2016;27.01.2015;1;4
188079;1;27.01.2015;31.12.2014;250;0;0;;01.02.2015;01.03.2020;1;61;01.03.2020;;0;12.07.2021;27.01.2015;1;4
188097;1;27.01.2015;01.06.2014;100;1;1;4;01.06.2014;01.06.2015;1;12;01.06.2015;;0;23.07.2015;27.01.2015;1;4
188160;1;28.01.2015;03.11.2014;466,1;1;1;4;03.11.2014;31.12.2015;1;14;31.12.2015;Vsak mesec se plača še: elektrika po 30,00 euro na mesec drugi stroški po 47,58 eur na mesec;1;08.03.2016;28.01.2015;2;4
188180;1;28.01.2015;05.12.2014;450;0;0;;01.01.2015;;2;;31.10.2015;Razlog predčasnega zaključka : Najemnika sta kupila stanovanje;0;04.01.2016;28.01.2015;1;4
188198;1;28.01.2015;02.01.2015;60;0;0;;02.01.2015;25.12.2015;1;12;28.02.2015;Razlog predčasnega zaključka : Prekinitev;0;30.07.2019;28.01.2015;1;4
188211;1;28.01.2015;23.01.2015;120;0;0;;26.01.2015;31.12.2015;1;12;31.12.2015;;0;30.07.2019;28.01.2015;1;4
188212;1;28.01.2015;09.07.2014;25;0;0;;09.07.2014;09.10.2014;1;3;09.10.2014;;;06.10.2015;28.01.2015;1;4
188247;5;29.01.2015;05.01.2015;100,8;0;0;;05.01.2015;;2;;;;0;30.07.2019;29.01.2015;1;4
188270;1;29.01.2015;01.01.2015;220;1;0;;01.01.2015;;2;;;;1;12.07.2021;29.01.2015;1;4
188542;1;30.01.2015;23.10.2014;500;0;0;;01.01.2015;;2;;23.10.2014;Razlog predčasnega zaključka : Na novo bomo vnesli podatki, vsak posel zate, ker ne moremo vezati Aneksa samo za en del posla.;1;11.07.2016;30.01.2015;1;4
188556;1;30.01.2015;27.10.2014;420,94;0;0;;27.10.2014;27.10.2015;1;12;27.10.2014;Razlog predčasnega zaključka : NAPAČNO PONOVNO VNEŠENO V ETN;0;23.07.2015;30.01.2015;1;4
188562;1;30.01.2015;01.01.2015;200;1;0;;01.01.2015;31.12.2015;1;12;31.12.2015;;0;30.07.2019;30.01.2015;1;4
188603;1;02.02.2015;27.12.2014;180;0;0;;27.12.2014;30.06.2015;1;7;29.06.2015;;;13.03.2017;02.02.2015;2;4
188723;1;03.02.2015;01.02.2015;350;0;0;;06.02.2015;31.12.2015;1;11;31.12.2015;;0;12.07.2021;03.02.2015;1;4
188758;1;03.02.2015;15.05.2002;1717,7;1;1;2;15.05.2002;30.06.2015;1;158;30.06.2015;dvig najemnine z inflacijo v RS;0;23.07.2015;03.02.2015;1;4
188773;1;03.02.2015;30.01.2015;348,47;0;1;4;30.01.2015;31.12.2015;1;12;31.08.2015;Pogodbena najemnina je vsota najemnine za del stavbe 238,51 EUR in 108,96 EUR najemnine za dvorišče.Razlog predčasnega zaključka : Sklenitev najemne pogodbe z novo pravno osebo.;0;30.07.2019;03.02.2015;1;4
188840;1;23.02.2015;08.01.2015;1548,59;0;1;4;01.02.2015;02.10.2015;1;9;02.10.2015;;0;30.07.2019;23.02.2015;1;4
188860;1;04.02.2015;01.01.2015;50;1;0;;01.01.2015;01.12.2015;1;11;28.02.2015;;0;12.07.2021;04.02.2015;1;4
188881;1;04.02.2015;27.01.2015;60;0;1;4;01.02.2015;;2;;;15-21-24-0;0;30.07.2019;04.02.2015;1;4
188925;1;05.02.2015;20.12.2014;30;0;0;;20.12.2014;;2;;01.05.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;05.02.2015;1;4
188927;1;05.02.2015;29.12.2014;220;0;0;;30.12.2014;;2;;29.12.2017;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;05.02.2015;1;4
188938;1;05.02.2015;01.10.2014;150;0;0;;01.10.2014;31.03.2015;1;6;31.03.2015;PBRATOVALNI STROŠKI SO VKLJUČENI V NAJEMNINO.;0;23.07.2015;05.02.2015;1;4
188973;1;05.02.2015;01.01.2015;250;0;0;;01.01.2015;;2;;;;0;30.07.2019;05.02.2015;2;4
188987;4;06.02.2015;03.02.2015;231;0;0;;03.02.2015;31.12.2015;1;11;31.12.2015;;0;30.07.2019;06.02.2015;1;4
188988;1;06.02.2015;23.01.2015;145;1;0;;01.02.2015;31.01.2016;1;12;31.01.2016;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.;0;30.07.2019;06.02.2015;1;4
188993;1;06.02.2015;17.01.2015;145;1;0;;01.02.2015;31.01.2016;1;12;01.11.2015;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.Razlog predčasnega zaključka : Najemnik se je izselil;0;30.07.2019;06.02.2015;1;4
189009;1;06.02.2015;22.01.2015;145;1;0;;01.02.2015;31.01.2016;1;12;31.01.2016;DDV oproščen na podlagi 2.točke 44.člena ZDDV-1.;0;30.07.2019;06.02.2015;1;4
189121;2;09.02.2015;15.12.2014;15860;0;1;4;01.01.2015;;2;;;;0;23.07.2015;09.02.2015;1;4
189160;1;09.02.2015;01.12.2014;739;0;1;4;01.01.2015;30.06.2015;1;6;30.06.2015;Mesečna indeksacija z indeksom cen ŽP Popust na najemnino 20%;;23.07.2015;09.02.2015;1;4
189248;1;10.02.2015;01.01.2015;240;0;0;;01.01.2015;;2;;;;0;12.07.2021;10.02.2015;1;4
189337;5;10.02.2015;05.01.2015;115,74;1;0;;05.01.2015;;2;;;;;30.07.2019;10.02.2015;1;4
189373;2;10.02.2015;30.12.2014;540;0;0;;30.12.2014;31.12.2015;1;13;31.12.2015;;0;05.02.2016;10.02.2015;2;4
189407;1;11.02.2015;04.07.2013;175;1;1;4;04.07.2013;;2;;;TO JE SPREMEMBA POSLA. TA POSEJ JE ZE BIL PRIJAVLJEN.;0;23.07.2015;11.02.2015;1;4
189415;4;11.02.2015;30.12.2014;1987;0;1;4;01.01.2015;;2;;;;0;23.07.2015;11.02.2015;1;4
189427;1;11.02.2015;02.01.2015;60;0;0;;02.01.2015;31.12.2015;1;12;30.08.2015;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;11.02.2015;1;4
189438;1;11.02.2015;01.12.2014;540,77;1;1;4;01.12.2014;;2;;01.03.2015;;0;23.07.2015;11.02.2015;1;4
189467;1;11.02.2015;01.10.2014;700;0;0;;01.10.2014;;2;;;;;23.07.2015;11.02.2015;1;4
189536;1;12.02.2015;02.02.2011;361,63;1;0;;04.02.2011;;2;;13.02.2015;;0;23.07.2015;12.02.2015;1;4
189641;1;12.02.2015;31.12.2014;488;0;1;2;31.12.2014;30.11.2015;1;11;30.11.2015;;0;03.12.2015;12.02.2015;2;4
189662;2;12.02.2015;10.02.2015;90;0;0;;10.02.2015;09.02.2016;1;12;01.06.2015;Razlog predčasnega zaključka : x prekinitev;0;30.07.2019;12.02.2015;2;4
189714;1;13.02.2015;01.02.2015;105;0;0;;01.02.2015;;2;;;;0;30.07.2019;13.02.2015;1;4
189722;1;13.02.2015;01.12.2014;150;0;1;4;01.01.2015;;2;;30.04.2015;Razlog predčasnega zaključka : Odpoved.;;23.07.2015;13.02.2015;1;4
189729;1;13.02.2015;30.12.2014;125;0;1;4;15.01.2015;;2;;;;;23.07.2015;13.02.2015;1;4
190295;5;13.02.2015;18.07.2007;245,69;0;0;;18.07.2007;14.01.2015;1;90;14.01.2015;;;23.07.2015;13.02.2015;1;4
192009;1;15.04.2015;05.01.2015;85;0;1;4;05.01.2015;;2;;01.03.2015;;;30.07.2019;15.04.2015;1;4
192011;1;13.02.2015;06.01.2015;85;0;1;4;06.01.2015;;2;;01.03.2015;;;30.07.2019;13.02.2015;1;4
192016;1;13.02.2015;05.01.2015;494,1;1;1;4;01.02.2015;30.01.2016;1;12;30.01.2016;;0;30.07.2019;13.02.2015;1;4
192033;1;13.02.2015;13.01.2015;54,9;0;1;4;15.01.2015;14.04.2015;1;3;14.04.2015;;0;30.07.2019;13.02.2015;1;4
192062;1;13.02.2015;01.10.2014;84,25;1;1;4;01.01.2015;31.01.2015;1;1;31.01.2015;;;23.07.2015;13.02.2015;1;4
192097;1;15.02.2015;17.08.2009;57,95;1;1;2;01.09.2009;;2;;;;;23.07.2015;15.02.2015;1;4
192152;1;16.02.2015;20.10.2014;480;0;0;;01.11.2014;30.04.2015;1;6;30.04.2015;;0;12.07.2021;16.02.2015;1;4
192168;1;16.02.2015;22.09.2014;200;0;0;;01.10.2014;31.07.2015;1;10;31.07.2015;najemnina je 100 eur na osebo;0;12.07.2021;16.02.2015;1;4
192275;1;16.02.2015;08.12.1993;334,67;0;0;;01.09.2014;;2;;;pgd=395405, enj=5574, prtd=16.02.15 12:11;0;23.07.2015;16.02.2015;1;4
192365;4;16.02.2015;30.01.2015;239,1;0;0;;03.02.2015;;2;;;pgd=365182, enj=5663, prtd=16.02.15 12:18;;30.07.2019;16.02.2015;1;4
192394;4;16.02.2015;29.12.2010;90,29;0;0;;01.03.2014;15.01.2015;1;11;15.01.2015;pgd=398208, enj=5475, prtd=16.02.15 12:40;;23.07.2015;16.02.2015;1;4
192412;4;16.02.2015;03.07.2014;180,12;0;0;;04.07.2014;31.07.2014;1;1;31.07.2014;pgd=369328, enj=5505, prtd=16.02.15 12:40;;23.07.2015;16.02.2015;1;4
192439;4;16.02.2015;16.08.2006;297,3;0;0;;01.10.2006;;2;;;pgd=309079, enj=5928, prtd=16.02.15 12:46;;23.07.2015;16.02.2015;1;4
192442;4;16.02.2015;01.11.1999;293,67;0;0;;01.02.2007;;2;;;pgd=306220, enj=5933, prtd=16.02.15 12:46;;23.07.2015;16.02.2015;1;4
192445;1;16.02.2015;17.04.1996;274,28;0;0;;01.06.2007;31.08.2014;1;87;31.08.2014;pgd=305193, enj=5936, prtd=16.02.15 12:46;0;23.07.2015;16.02.2015;1;4
