ID Posla;Vrsta najemnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena najemnina;Vključenost obratovalnih stroškov v najemnino;Vključenost DDV;Stopnja DDV;Datum začetka najema;Datum prenehanja najema;Čas najema;Trajanje najema;Datum zaključka najema /Datum predčasne prekinitve najema;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
240522;1;07.01.2016;01.01.2016;100;0;0;;01.01.2016;31.12.2016;1;12;01.11.2016;Razlog predčasnega zaključka : Prekinitev;;12.07.2021;07.01.2016;1;4
240538;1;07.01.2016;07.01.2016;280;0;0;;07.01.2016;07.01.2017;1;12;06.01.2017;;0;30.07.2019;07.01.2016;1;4
240543;1;07.01.2016;01.12.2015;120;0;0;;01.12.2015;31.12.2015;1;1;31.12.2015;;;30.07.2019;07.01.2016;1;4
240551;1;07.01.2016;08.07.2009;79,41;0;1;2;08.07.2009;31.12.2018;1;114;31.12.2018;;0;01.01.2019;07.01.2016;1;4
240555;1;07.01.2016;21.11.2015;382,86;0;1;4;21.11.2015;21.11.2016;1;12;21.11.2016;;;30.07.2019;07.01.2016;2;4
240572;1;07.01.2016;07.12.2015;140;0;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;0;12.07.2021;07.01.2016;2;4
240577;1;07.01.2016;15.12.2015;550;0;0;;15.12.2015;31.12.2016;1;13;30.06.2016;Razlog predčasnega zaključka : Prekinitev;1;12.07.2021;07.01.2016;2;4
240587;1;07.01.2016;29.12.2015;300;0;0;;29.12.2015;27.12.2016;1;12;26.11.2016;;0;12.07.2021;07.01.2016;2;4
240649;1;07.01.2016;01.09.2015;678,06;0;0;;01.09.2015;31.12.2015;1;4;30.12.2015;;0;30.07.2019;07.01.2016;2;4
240654;1;07.01.2016;01.12.2015;150;0;0;;01.12.2015;30.11.2016;1;12;30.11.2016;;0;30.07.2019;07.01.2016;1;4
240658;2;07.01.2016;01.12.2015;1600;1;0;;01.12.2015;;2;;31.12.2015;;0;30.07.2019;07.01.2016;1;4
240664;1;08.01.2016;31.12.2015;150;0;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;;30.07.2019;08.01.2016;2;4
240684;1;08.01.2016;17.07.2015;30;0;1;4;17.07.2015;17.07.2017;1;24;17.07.2017;;0;30.07.2019;08.01.2016;1;4
240697;1;08.01.2016;01.12.2015;355;1;0;;01.12.2015;01.12.2020;1;60;01.12.2020;;0;12.07.2021;08.01.2016;2;4
240733;2;08.01.2016;03.01.2016;120;0;0;;03.01.2016;30.08.2016;1;8;30.08.2016;;0;30.07.2019;08.01.2016;1;4
240764;1;08.01.2016;24.12.2015;15;0;1;4;01.01.2016;;2;;;;0;30.07.2019;08.01.2016;1;4
240786;1;08.01.2016;24.12.2015;200;0;0;;01.01.2016;31.12.2016;1;12;30.06.2016;Razlog predčasnega zaključka : prenehanje s.p.;0;30.07.2019;08.01.2016;1;4
240816;3;10.01.2016;28.02.2003;26,56;0;0;;28.02.2003;;2;;;;0;10.01.2016;10.01.2016;1;4
240824;1;10.01.2016;15.11.2015;40;0;0;;15.11.2015;;2;;;;0;30.07.2019;10.01.2016;1;4
240832;1;11.01.2016;28.12.2015;806;0;1;4;01.01.2016;;2;;;;0;30.07.2019;11.01.2016;1;4
240845;1;11.01.2016;01.12.2015;450;1;0;;01.12.2015;30.11.2016;1;12;30.11.2016;;0;30.07.2019;11.01.2016;2;4
240881;1;11.01.2016;05.01.2016;357,29;1;0;;05.01.2016;31.12.2016;1;12;31.12.2016;podaljšanje najemnega razmerja.;0;30.07.2019;11.01.2016;1;1
240888;1;11.01.2016;01.12.2015;80;0;0;;01.12.2015;31.12.2016;1;13;31.12.2016;;;12.07.2021;11.01.2016;2;4
240917;1;11.01.2016;30.11.2015;130;0;0;;01.12.2015;30.11.2016;1;12;29.11.2016;;0;12.07.2021;11.01.2016;2;4
240948;1;11.01.2016;24.01.2014;732;0;1;4;01.02.2014;;2;;30.09.2016;Razlog predčasnega zaključka : Odjava najema v skladu s pogodbenim rokom.;0;28.10.2016;11.01.2016;1;4
240966;1;11.01.2016;30.04.2015;90;0;0;;02.05.2015;31.12.2015;1;8;31.12.2015;;0;12.07.2021;11.01.2016;2;4
240977;1;11.01.2016;31.12.2015;231,8;0;1;4;01.01.2016;;2;;29.02.2016;Razlog predčasnega zaključka : Odpoved pogodbe;;30.07.2019;11.01.2016;1;4
240983;1;11.01.2016;01.10.2015;280;0;0;;01.10.2015;30.06.2016;1;9;30.06.2016;Na študenta 70? na mesec;0;30.07.2019;11.01.2016;1;4
240984;1;11.01.2016;01.07.2015;140;0;0;;01.07.2015;30.09.2015;1;3;30.09.2015;Na študenta 70? na mesec;0;30.07.2019;11.01.2016;1;4
240993;1;11.01.2016;23.12.2015;200;0;0;;23.12.2015;22.12.2016;1;12;22.12.2016;;0;30.07.2019;11.01.2016;1;4
241001;1;11.01.2016;29.11.2015;2182,58;0;1;4;30.11.2015;31.01.2016;1;2;31.01.2016;anex;0;30.07.2019;11.01.2016;2;4
241053;1;11.01.2016;01.12.2015;1026,86;0;1;4;01.12.2015;;2;;;Sklenjen dodatek k najemni pogodbi za 6 mesecev - priznavamo 50% popust na najemnino.;0;30.07.2019;11.01.2016;1;4
241070;1;11.01.2016;26.09.2015;100;0;0;;01.10.2015;15.06.2016;1;9;15.06.2016;;0;30.07.2019;11.01.2016;1;4
241101;1;12.01.2016;31.12.2015;742,2;0;0;;01.02.2016;31.12.2016;1;11;31.03.2016;Razlog predčasnega zaključka : Prekinitev;1;12.07.2021;12.01.2016;2;4
241143;1;12.01.2016;30.12.2015;300;0;0;;01.01.2016;;2;;;;;12.07.2021;12.01.2016;1;4
241152;1;12.01.2016;01.01.2016;361,34;0;0;;01.01.2016;31.12.2017;1;24;31.12.2017;;0;30.07.2019;12.01.2016;1;4
241159;1;12.01.2016;01.12.2015;2369,79;0;0;;01.12.2015;;2;;31.01.2016;Razlog predčasnega zaključka : Sprememba obsega najema.;0;30.07.2019;12.01.2016;1;4
241161;1;12.01.2016;01.06.2010;488,98;0;1;2;01.06.2010;;2;;;;0;12.01.2016;12.01.2016;1;4
241171;1;12.01.2016;01.01.2016;200;0;0;;01.01.2016;31.12.2016;1;12;15.07.2016;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;12.01.2016;1;4
241209;1;12.01.2016;01.09.2014;9567,3;0;1;4;01.09.2014;;2;;;;0;12.01.2016;12.01.2016;1;4
241249;1;13.01.2016;07.12.2015;1451,8;0;1;4;15.01.2016;15.01.2017;1;12;29.02.2016;Razlog predčasnega zaključka : Zaradi dodatno najete površine najema smo 16.02.2016 podpisali nov Dodatek k pogodbi.;0;30.07.2019;13.01.2016;1;4
241253;1;12.01.2016;03.09.2015;180;0;0;;01.10.2015;31.08.2016;1;11;31.08.2016;;0;30.07.2019;12.01.2016;1;4
241289;1;12.01.2016;16.07.2015;230;0;0;;16.07.2015;16.07.2016;1;12;16.07.2016;;0;12.07.2021;12.01.2016;1;4
241302;1;12.01.2016;01.01.2010;12134,66;0;1;2;01.01.2010;;2;;;;0;12.01.2016;12.01.2016;1;4
241311;1;12.01.2016;01.01.2010;13809,7;0;1;2;01.01.2010;;2;;;;0;12.01.2016;12.01.2016;1;4
241314;1;12.01.2016;01.01.2010;29947,4;0;1;2;01.01.2010;;2;;;;0;12.01.2016;12.01.2016;1;4
241356;1;13.01.2016;01.06.2013;200;0;0;;01.06.2013;;2;;;;0;13.01.2016;13.01.2016;1;4
241368;1;13.01.2016;15.11.2014;317,2;1;1;4;01.01.2015;31.12.2016;1;24;31.12.2016;;1;01.01.2017;13.01.2016;2;4
241382;1;13.01.2016;09.11.2011;2536,08;0;1;2;09.11.2011;;2;;;;0;13.01.2016;13.01.2016;1;4
241396;1;13.01.2016;26.12.2015;300;0;0;;01.01.2016;31.12.2017;1;24;30.04.2016;Razlog predčasnega zaključka : Prekinitev;0;30.07.2019;13.01.2016;2;4
241452;1;13.01.2016;28.12.2015;300;0;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;0;12.07.2021;13.01.2016;2;4
241503;1;13.01.2016;01.10.2015;40;0;0;;01.10.2015;31.07.2016;1;10;31.12.2015;Razlog predčasnega zaključka : Najemnik se je vrnil v Makedonijo in sva sporazumno prekinila najemno pogodbo.;0;30.07.2019;13.01.2016;2;4
241510;1;13.01.2016;11.10.2012;24705;0;1;2;01.01.2013;;2;;;Znesek najemnine je  20.250? + DDV. Izrecno je dogovorjeno ohranjanje vrednosti najemnine. Kot osnova se uporabi harmonizirani indeks cen življenskih potrebščin, ki ga objavi Statistični urad Republike Slovenije ali drugi indeks, ki ga nadomesti.;0;13.01.2016;13.01.2016;2;4
241560;1;13.01.2016;01.10.2015;140;1;0;;01.10.2015;;2;;01.12.2020;Razlog predčasnega zaključka : Odpoved najemne pogodbe;0;16.12.2020;13.01.2016;1;4
241564;1;13.01.2016;15.01.2014;50;0;1;4;01.02.2014;;2;;;;0;13.01.2016;13.01.2016;1;4
241594;1;13.01.2016;31.12.2015;321;1;1;4;01.01.2016;31.12.2020;1;60;31.12.2020;;0;01.01.2021;13.01.2016;1;4
241623;1;13.01.2016;01.01.2016;350;0;0;;01.01.2016;;2;;;041 275 139;0;12.07.2021;13.01.2016;1;4
241663;1;13.01.2016;01.12.2015;100;0;0;;01.12.2015;30.11.2016;1;12;30.11.2016;;0;12.07.2021;13.01.2016;1;4
241748;2;14.01.2016;20.12.2012;280;0;0;;01.01.2013;;2;;;280 BRUTO;0;14.01.2016;14.01.2016;1;4
241803;1;14.01.2016;26.11.2015;158;0;0;;26.11.2015;28.07.2016;1;9;28.07.2016;;0;30.07.2019;14.01.2016;1;4
241817;5;14.01.2016;21.12.2015;275,02;0;0;;21.12.2015;;2;;;;0;30.07.2019;14.01.2016;1;4
241833;1;14.01.2016;14.12.2015;525;0;1;4;01.01.2016;30.06.2016;1;6;30.06.2016;;0;30.07.2019;14.01.2016;2;4
241842;1;14.01.2016;17.10.2014;1;0;1;4;17.10.2014;;2;;31.12.2015;Razlog predčasnega zaključka : prenehanje dejavnosti najemodajalca OVIS, Otmar Vrabič s.p.;0;14.01.2016;14.01.2016;2;4
241856;1;14.01.2016;17.09.2014;40;0;0;;01.10.2014;;2;;31.05.2016;dodatek št. 2 k najemni pogodbi z dne 11.09.2013;0;02.06.2016;14.01.2016;2;4
241917;1;14.01.2016;01.09.2014;270;0;0;;01.09.2014;01.09.2016;1;24;01.09.2016;;0;12.07.2021;14.01.2016;1;4
241941;1;14.01.2016;31.12.2015;300;1;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;0;30.07.2019;14.01.2016;1;4
241943;1;14.01.2016;08.12.2015;200;0;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;0;30.07.2019;14.01.2016;1;4
241944;1;14.01.2016;01.12.2015;263,52;1;1;4;01.12.2015;15.12.2016;1;13;30.11.2016;;0;30.07.2019;14.01.2016;1;4
241963;1;14.01.2016;01.10.2015;100;0;0;;01.10.2015;31.03.2016;1;6;31.03.2016;;0;30.07.2019;14.01.2016;1;4
241968;1;14.01.2016;02.11.2015;550;0;0;;02.11.2015;01.11.2016;1;12;01.11.2015;;0;30.07.2019;14.01.2016;1;4
241975;1;15.01.2016;31.03.2015;330;1;0;;01.04.2015;31.03.2020;1;60;31.03.2020;;0;01.04.2020;15.01.2016;1;4
242019;1;15.01.2016;03.12.2015;49;0;1;4;03.12.2015;31.12.2016;1;13;01.02.2016;Razlog predčasnega zaključka : odpoved;;30.07.2019;15.01.2016;1;4
242033;1;15.01.2016;08.06.2015;370;0;0;;09.07.2015;09.07.2017;1;24;09.07.2017;;0;30.07.2019;15.01.2016;2;4
242042;1;15.01.2016;15.06.2015;600;0;0;;15.07.2015;14.07.2016;1;12;14.07.2016;;0;12.07.2021;15.01.2016;1;4
242054;1;15.01.2016;01.01.2015;317,2;1;1;4;01.01.2015;;2;;;;0;30.07.2019;15.01.2016;1;4
242061;1;15.01.2016;04.01.2016;270;0;0;;04.01.2016;;2;;30.04.2016;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;15.01.2016;1;4
242083;1;15.01.2016;31.12.2015;386,25;0;0;;01.01.2016;31.12.2016;1;12;31.12.2016;;0;30.07.2019;15.01.2016;2;4
242089;1;15.01.2016;01.11.2015;250;0;0;;01.11.2015;;2;;31.12.2016;Razlog predčasnega zaključka : x prekinitev;;12.07.2021;15.01.2016;1;4
242096;1;15.01.2016;31.12.2015;580;0;0;;01.01.2016;;2;;;PO DVE OSEBI V SOBI, SOUPORABA;0;12.07.2021;15.01.2016;1;4
242097;1;15.01.2016;12.12.2015;400;0;0;;01.01.2016;30.12.2016;1;12;30.12.2016;;0;30.07.2019;15.01.2016;1;4
242117;1;15.01.2016;01.01.2016;140;0;0;;01.01.2016;31.03.2016;1;3;31.03.2016;;0;30.07.2019;15.01.2016;1;4
242172;1;15.01.2016;01.01.2016;90;1;0;;01.01.2016;01.01.2017;1;12;31.01.2016;Razlog predčasnega zaključka : Prekinitev;;12.07.2021;15.01.2016;1;4
242176;1;15.01.2016;01.01.2016;100;0;0;;01.01.2016;30.11.2016;1;11;30.11.2016;;0;30.07.2019;15.01.2016;1;4
242182;1;15.01.2016;11.01.2016;50;0;0;;15.01.2016;;2;;31.07.2016;Razlog predčasnega zaključka : Prekinitev;;12.07.2021;15.01.2016;1;4
242253;1;15.01.2016;02.10.2015;200;0;0;;02.10.2015;15.03.2016;1;6;15.03.2016;;0;30.07.2019;15.01.2016;1;4
242259;1;15.01.2016;28.12.2015;62,59;1;1;4;28.12.2015;;2;;01.03.2016;Razlog predčasnega zaključka : odpoved;;30.07.2019;15.01.2016;1;4
242285;4;15.01.2016;05.01.2016;200;0;0;;05.01.2016;31.12.2016;1;12;31.12.2016;;0;12.07.2021;15.01.2016;1;4
242287;4;19.01.2016;01.09.2015;20;0;0;;01.09.2015;;2;;;;0;30.07.2019;19.01.2016;1;4
242310;1;15.01.2016;29.09.2015;300;0;0;;01.01.2016;31.08.2016;1;8;31.08.2016;;0;12.07.2021;15.01.2016;1;4
242348;5;18.01.2016;21.10.2015;274,43;0;0;;23.10.2015;;2;;;-najemnina je delno tržna - najemnina je obračunana samo za stanovanjski del, za garažo pa ne;0;30.07.2019;18.01.2016;1;4
242360;1;15.01.2016;24.12.2015;150;0;0;;01.01.2016;30.12.2016;1;12;14.10.2016;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;15.01.2016;2;4
242921;1;15.01.2016;09.10.2015;100;0;0;;09.10.2015;;2;;31.08.2016;Razlog predčasnega zaključka : Prekinitev;0;12.07.2021;15.01.2016;1;4
242955;1;15.01.2016;30.12.2015;140;1;0;;01.01.2016;31.12.2020;1;60;31.12.2020;podaljšanje najema;0;01.01.2021;15.01.2016;2;4
242971;1;15.01.2016;11.11.2015;60;0;1;4;15.11.2015;;2;;31.05.2017;;;30.07.2019;15.01.2016;1;4
245260;1;15.01.2016;20.05.2015;210;0;0;;24.05.2015;21.05.2016;1;12;21.05.2016;;;30.07.2019;15.01.2016;1;4
245268;1;15.01.2016;07.07.2015;270;0;0;;01.08.2015;29.07.2016;1;12;29.07.2016;;;30.07.2019;15.01.2016;1;4
245269;1;15.01.2016;30.09.2015;300;0;0;;01.10.2015;30.04.2016;1;7;30.04.2016;;;30.07.2019;15.01.2016;1;4
245271;1;15.01.2016;01.10.2015;100;0;0;;01.10.2015;30.09.2016;1;12;30.09.2016;;;30.07.2019;15.01.2016;1;4
245303;2;17.01.2016;01.10.2015;50;0;0;;01.10.2015;01.10.2017;1;24;01.10.2017;v najemu del stanovanja;0;30.07.2019;17.01.2016;1;4
245325;1;18.01.2016;31.12.2014;100;0;0;;01.01.2015;30.12.2015;1;12;30.12.2015;;;12.07.2021;18.01.2016;2;4
245329;1;18.01.2016;15.11.2015;200;0;0;;01.12.2015;;2;;01.09.2016;Razlog predčasnega zaključka : x prekinitev;0;12.07.2021;18.01.2016;1;4
245341;4;18.01.2016;12.12.2012;202,41;0;0;;12.12.2012;09.07.2015;1;31;09.07.2015;pgd=330715, enj=6167, prtd=18.01.16 09:01;;18.01.2016;18.01.2016;1;4
245361;4;18.01.2016;04.01.2012;232,37;0;0;;01.10.2013;31.03.2015;1;18;31.03.2015;pgd=413772, enj=6204, prtd=18.01.16 09:01;;18.01.2016;18.01.2016;1;4
245371;4;18.01.2016;19.09.2006;245,15;0;0;;16.12.2013;03.06.2015;1;18;03.06.2015;pgd=379494, enj=6218, prtd=18.01.16 09:01;;18.01.2016;18.01.2016;1;4
245381;1;18.01.2016;10.04.1996;57,46;0;0;;01.04.2014;10.12.2015;1;21;10.12.2015;pgd=395557, enj=6232, prtd=18.01.16 09:01;0;18.01.2016;18.01.2016;1;4
245382;1;18.01.2016;01.11.1999;297,61;0;0;;07.04.2014;30.06.2015;1;15;30.06.2015;pgd=386094, enj=6233, prtd=18.01.16 09:01;0;18.01.2016;18.01.2016;1;4
245391;1;18.01.2016;18.12.2006;205,1;0;0;;01.07.2014;;2;;;pgd=395956, enj=6251, prtd=18.01.16 09:06;0;18.01.2016;18.01.2016;1;4
245399;4;18.01.2016;11.10.2010;215,76;0;0;;01.08.2014;16.11.2015;1;16;16.11.2015;pgd=397654, enj=6264, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245403;4;18.01.2016;01.09.2014;17,93;0;0;;02.09.2014;14.10.2015;1;14;14.10.2015;pgd=403950, enj=6270, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245405;4;18.01.2016;04.10.2013;105,75;0;0;;01.10.2014;17.12.2015;1;15;17.12.2015;pgd=411663, enj=6272, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245407;4;18.01.2016;21.12.2005;221,6;0;0;;01.10.2014;;2;;;pgd=406581, enj=6274, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245420;4;18.01.2016;01.11.1999;269,44;0;0;;01.01.2015;;2;;;pgd=428998, enj=6289, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245423;4;18.01.2016;18.06.2008;179,66;0;0;;01.01.2015;;2;;;pgd=429172, enj=6292, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245429;4;18.01.2016;11.04.1997;192,78;0;0;;01.01.2015;;2;;;pgd=429095, enj=6298, prtd=18.01.16 09:06;;18.01.2016;18.01.2016;1;4
245446;4;18.01.2016;17.10.2001;294,17;0;0;;14.12.2012;11.11.2015;1;35;11.11.2015;pgd=330814, enj=6168, prtd=18.01.16 09:05;;18.01.2016;18.01.2016;1;4
245458;4;18.01.2016;22.12.2004;86,46;0;0;;20.08.2013;23.02.2015;1;19;23.02.2015;pgd=374418, enj=6193, prtd=18.01.16 09:05;;18.01.2016;18.01.2016;1;4
245462;4;18.01.2016;01.11.1999;114,36;0;0;;13.09.2013;15.06.2015;1;22;15.06.2015;pgd=355640, enj=6198, prtd=18.01.16 09:05;;18.01.2016;18.01.2016;1;4
245492;4;18.01.2016;16.09.2005;229,09;0;0;;01.06.2014;10.03.2015;1;10;10.03.2015;pgd=392614, enj=6244, prtd=18.01.16 09:05;;18.01.2016;18.01.2016;1;4
245505;4;18.01.2016;01.11.1999;203,92;0;0;;01.04.2015;;2;;;pgd=436157, enj=6369, prtd=18.01.16 09:13;;18.01.2016;18.01.2016;1;4
245508;4;18.01.2016;11.06.2003;144,13;0;0;;01.04.2015;;2;;;pgd=436857, enj=6372, prtd=18.01.16 09:13;;18.01.2016;18.01.2016;1;4
245512;1;18.01.2016;01.10.2015;320;0;0;;01.10.2015;31.12.2015;1;3;31.12.2015;;0;30.07.2019;18.01.2016;1;4
245520;4;18.01.2016;08.04.2015;31,03;0;0;;09.04.2015;;2;;;pgd=435393, enj=6383, prtd=18.01.16 09:13;;30.07.2019;18.01.2016;1;4
245521;4;18.01.2016;08.04.2015;132,47;0;0;;10.04.2015;;2;;;pgd=435149, enj=6384, prtd=18.01.16 09:13;;30.07.2019;18.01.2016;1;4
245531;1;18.01.2016;30.07.2015;50;1;0;;01.08.2015;;2;;30.06.2016;;0;12.07.2021;18.01.2016;2;4
245539;4;18.01.2016;14.03.2011;255,28;0;0;;01.05.2015;;2;;;pgd=439187, enj=6401, prtd=18.01.16 09:13;;18.01.2016;18.01.2016;1;4
245584;4;18.01.2016;18.04.2006;177,07;0;0;;01.05.2015;;2;;;pgd=436777, enj=6395, prtd=18.01.16 09:13;;18.01.2016;18.01.2016;1;4
245593;4;18.01.2016;30.04.2015;157,04;0;0;;04.05.2015;;2;;;pgd=437772, enj=6404, prtd=18.01.16 09:13;;30.07.2019;18.01.2016;1;4
