ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Interna oznaka oddanih prostorov;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta oddanih prostorov;Opremljenost oddanih prostorov;Mikrolokacija oddanih prostorov;Izložba;Nakupovalni center;Površina oddanih prostorov;Površina oddanih prostorov enaka delu stavbe;Pogodbena najemnina posameznih oddanih prostorov;Opombe o oddanih prostorih;Leto izgradnje stavbe;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina dela stavbe;Prostori dela stavbe;Uporabna površina oddanih prostorov;Gostinski vrt;Vključenost gostinskega vrta v najemnino;Površina gostinskega vrta
489516;1095;VITANJE;VITANJE;266;2;;VITANJE;DOLIŠKA CESTA;24;A;;15;1;;;;23;;;;1980;1110001 - Stanovanje v samostoječi stavbi z enim stanovanjem;mansarda;;270;270; bivalni prostor;;;;
513112;2316;VRTOJBA;ŠEMPETER-VRTOJBA;52;1;K4;VRTOJBA;MEDNARODNI PREHOD;6;;1;8;0;1;;;333,6;;;;1986;1220301 - Poslovni prostori;pritličje;;2272;2100; poslovni prostor;333,6;;;
517220;2392;AJDOVŠČINA;AJDOVŠČINA;967;47;;AJDOVŠČINA;BEVKOVA ULICA;2;;47;2;0;;;;40,45;;;;1978;2 - Stanovanje;nadstropje;;40;35,3; bivalni prostor | klet | odprta terasa, balkon, loža;40,45;;;
521059;1738;DRAVLJE;LJUBLJANA;3344;298;;LJUBLJANA;KAVADARSKA CESTA;5;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;;;;
521087;2604;BERTOKI;KOPER;65;1;Varmig objekt OS 61005;;;;;1;11;0;;;;1335;;;;1996;1251001 - Industrijski del stavbe;pritličje;;1335;1335; proizvodni in skladiščni prostor;;;;
480538;2636;BEŽIGRAD;LJUBLJANA;1568;21;2636-1568-21;LJUBLJANA;CELJSKA ULICA;20;;21;2;1;;;;54;;;;1967;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;53,6;51,6; bivalni prostor | klet;;;;
494304;680;TEZNO;MARIBOR;3967;82;;MARIBOR;BEVKOVA ULICA;1;;81;2;0;;;;39,74;;;;1976;2 - Stanovanje;nadstropje;;41,3;41,3; bivalni prostor;;0;;
484505;2304;NOVA GORICA;NOVA GORICA;3037;618;;NOVA GORICA;DELPINOVA ULICA;18;B;;3;1;;;;10;;;;2011;1242002 - garaža v garažni hiši;klet;;10;10; garaža | garaža;10;;;
509411;2626;IZOLA;IZOLA;5756;59;9003537;IZOLA;LIVADE;7;B;59;2;0;;;;55,95;;;;2017;3 - Oskrbovano stanovanje;nadstropje;;59,1;50,4; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
485311;1321;LESKOVEC;KRŠKO;1170;2;;LESKOVEC PRI KRŠKEM;GRAJSKA POT;16;;2;2;1;;;;44,05;;;;1890;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;pritličje;1;44,1;44,1; bivalni prostor;44,05;;;
497377;661;LIMBUŠ;MARIBOR;975;1;skladišče;;;;;;11;0;;;;375;;;;1970;1252002 - Skladišča;pritličje;;5431;5431; proizvodni in skladiščni prostor;375;;;
494430;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
508377;1737;TABOR;LJUBLJANA;230;102;;LJUBLJANA;TRDINOVA ULICA;9;;9;3;0;;;;12;;;;1980;1242003 - Pokrito parkirišče;klet;;2680,4;2680,4; garažni parkirni prostor;;;;
319548;889;MEŽICA;MEŽICA;1864;12;12;MEŽICA;LENARTOVA ULICA;2;;12;2;0;;;;43,1;;;;1967;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;43,1;38,8; bivalni prostor | klet;;;;
521201;1961;TRZIN;TRZIN;1000;1;Pisarne v pritličju;;;;;2;5;0;2;;;63;;;;1975;1220301 - Poslovni prostori;pritličje;;63;63; poslovni prostor;63;;;
492252;105;MURSKA SOBOTA;MURSKA SOBOTA;10141;1;;MURSKA SOBOTA;ZVEZNA ULICA;10;;1;3;0;;;;15;;;;2004;23 - Muzej in knjižnica;klet;;13,7;0; poslovni prostor;15;;;
497335;1959;DOMŽALE;DOMŽALE;990;1;;;;;;;11;0;;;;100;;;;1937;1251001 - Industrijski del stavbe;pritličje;;11229,2;11229,2; proizvodni in skladiščni prostor;;;;
497424;1754;ŠENTVID NAD LJUBLJANO;LJUBLJANA;1547;22;310;LJUBLJANA;ULICA JOŽETA JAME;14;;20;5;0;3;;;28,16;;;;1981;1220301 - Poslovni prostori;nadstropje;;46,4;46,4; poslovni prostor;;;;
509159;1772;SLAPE;LJUBLJANA;2660;4;;Ljubljana;Letališka cesta;38;;4;9;1;;;;6,6;;;delno opremnljen lokal;2004;1211202 - Restavracija, gostilna;;;;;-;;;;
455906;1739;ZGORNJA ŠIŠKA;LJUBLJANA;2889;200;;;;;;;5;1;2;;;5,5;;;;1966;1274020 - Stopnišče, hodnik;;;5,5;5,5; skupni komunikacijski prostor;5,5;;;
485728;2636;BEŽIGRAD;LJUBLJANA;3626;170;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;13;;;;1996;1242003 - Pokrito parkirišče;klet;;13;13; garažni parkirni prostor;13;;;
505035;1456;NOVO MESTO;NOVO MESTO;862;4;5;NOVO MESTO;ROZMANOVA ULICA;8;;5;16;1;;;;22,43;;;;1825;1220301 - Poslovni prostori;nadstropje;;89,7;70,1; poslovni prostor;17,53;;;
512998;2155;HRAŠE;RADOVLJICA;718;1;;LESCE;NA VRTAČI;15;;1;5;1;2;;;85;;;;1974;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;178,1;90; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;;;
494671;678;SPODNJE RADVANJE;MARIBOR;1390;88;;MARIBOR;LJUBLJANSKA ULICA;102;;88;2;1;;;;61;;;;1975;2 - Stanovanje;nadstropje;;61;53; bivalni prostor | klet | odprta terasa, balkon, loža;55;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;222;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
508287;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
497778;696;SPODNJE HOČE;HOČE-SLIVNICA;2262;4;;;;;;;15;1;;;;51,5;;;;2009;1211202 - Restavracija, gostilna;;;;;-;;;;
500511;1659;RAKEK;CERKNICA;374;9;;RAKEK;TRG PADLIH BORCEV;2;A;9;2;0;;;;73,4;;;;1965;2 - Stanovanje;nadstropje;;73,4;48,7; bivalni prostor | klet | odprta terasa, balkon, loža;48,7;;;
497031;1739;ZGORNJA ŠIŠKA;LJUBLJANA;6008;36;;LJUBLJANA;CELOVŠKA CESTA;127; ;36;2;1;;;;41,67;;;;1964;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;43,8;39,6; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
516919;1730;MOSTE;LJUBLJANA;4075;139;;LJUBLJANA;ŠMARTINSKA CESTA;140;;22;4;0;;;;12;;;;2000;15 - Garaža;klet;;12;12; garaža;;;;
477661;2119;ŠENČUR;ŠENČUR;1448;13;;ŠENČUR;POSLOVNA CONA A;18;;;3;0;;;;14,4;;;;2008;1242003 - Pokrito parkirišče;klet;;14,4;14,4; garažni parkirni prostor;;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;195;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
497632;1738;DRAVLJE;LJUBLJANA;1791;3;N09/1;LJUBLJANA;CESTA LJUBLJANSKE BRIGADE;9;A;3;5;1;3;;;10,31;;;;1970;1220301 - Poslovni prostori;pritličje;;498,8;498,8; poslovni prostor;;;;
513380;2316;VRTOJBA;ŠEMPETER-VRTOJBA;52;2;P14;VRTOJBA;MEDNARODNI PREHOD;6;;2;5;0;2;;;36,8;;;;1986;9 - Poslovni del stavbe;nadstropje;;3023,6;2708,9; poslovni prostor;36,8;;;
500496;1074;SPODNJA HUDINJA;CELJE;1577;45;2 SOBI + KAB;CELJE;POHORSKA ULICA;6;;45;2;0;;;;71,42;;;;1979;2 - Stanovanje;nadstropje;;71,4;67,6; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
521059;1738;DRAVLJE;LJUBLJANA;3344;75;;LJUBLJANA;KAVADARSKA CESTA;5;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;;;;
480179;678;SPODNJE RADVANJE;MARIBOR;2907;2;1;MARIBOR;TRŽAŠKA CESTA;40;;2;5;0;3;;;;;;;2008;1220301 - Poslovni prostori;nadstropje;;329,5;329,5; poslovni prostor;14;;;
494565;1281;ŠENTLENART;BREŽICE;1275;1;;BREŽICE;ŠENTLENART;72;;;5;0;3;;;115,76;;;;2015;10 - Trgovski del stavbe;pritličje;;1008,5;297,5; lokal, prodajalna;115,76;;;
479956;1728;LJUBLJANA MESTO;LJUBLJANA;91;8;;LJUBLJANA;MESTNI TRG;19;;6;8;0;2;;;67,4;;;;1520;1230104 - Prodajalna;pritličje;;67,4;61,2; lokal, prodajalna;61,2;;;
480287;1737;TABOR;LJUBLJANA;293;2;;;;;;1;2;0;;;;79,4;;;;1925;1121001 - Stanovanje v samostoječi stavbi z dvema stanovanjema;mansarda;2;79,4;72,6; bivalni prostor;72,6;;;
494733;184;GORNJA RADGONA;GORNJA RADGONA;1359;1;;GORNJA RADGONA;LJUTOMERSKA CESTA;10;;;8;1;2;;;173,3;;;;2007;10 - Trgovski del stavbe;pritličje;;2139,4;1364,6; lokal, prodajalna | proizvodni in skladiščni prostor | tehnični prostor | zaprta terasa, balkon, loža;173,3;;;
494801;850;SLOVENJ GRADEC;SLOVENJ GRADEC;1233;22;;Slovenj Gradec;Tomšičeva ulica;47;;22;2;0;;;;48,36;;;;1995;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;49,8;43,2; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
494425;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
500580;2682;BRDO;LJUBLJANA;670;24;;LJUBLJANA;TEHNOLOŠKI PARK;18;;24;5;0;3;;;25,98;;;;2007;1220301 - Poslovni prostori;nadstropje;;52;52; poslovni prostor;;;;
509326;1734;JEŽICA;LJUBLJANA;1518;25;Mucherjeva 4;LJUBLJANA;MUCHERJEVA ULICA;4;;9;2;1;;;;48,7;;;;1974;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;48,7;41,6; bivalni prostor | klet | zaprta terasa, balkon, loža;;;;
509029;1300;BREŽICE;BREŽICE;239;5;P9;BREŽICE;CESTA PRVIH BORCEV;11;;5;5;1;3;;;22,2;;;;1870;1220301 - Poslovni prostori;nadstropje;;304,8;213; poslovni prostor;22,2;;;
512885;2636;BEŽIGRAD;LJUBLJANA;3626;461;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,4;;;;1996;1242003 - Pokrito parkirišče;klet;;12,4;12,4; garažni parkirni prostor;12,4;;;
485074;1739;ZGORNJA ŠIŠKA;LJUBLJANA;6767;52;6596;LJUBLJANA;RAKUŠEVA ULICA;34;;76;2;0;;;;60,1;;;;2009;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;63,2;52,3; bivalni prostor | odprta terasa, balkon, loža;;;;
485314;2304;NOVA GORICA;NOVA GORICA;3037;364;;NOVA GORICA;DELPINOVA ULICA;18;B;;3;1;;;;10;;;;2011;1242002 - garaža v garažni hiši;klet;;10;10; garaža;10;;;
497329;1898;MEKINJE;KAMNIK;692;16;;MEKINJE;CANKARJEVA CESTA;1;I;109;2;1;;;;69,1;;;;2013;3 - Oskrbovano stanovanje;nadstropje;;69,1;54,8; bivalni prostor | klet | odprta terasa, balkon, loža;54,8;;;
500603;1075;OSTROŽNO;CELJE;2588;9;;CELJE;POD GABRI;21;;9;2;0;;;;61,52;;;;1996;2 - Stanovanje;nadstropje;;64,4;58,5; bivalni prostor | klet | zaprta terasa, balkon, loža;;;;
485908;2017;DOLENJI LOGATEC;LOGATEC;344;3;klet;;;;;;6;1;1;;;18,6;;;;1907;1274003 - Klet;klet;;18,6;18,6; klet;18,6;;;
509149;2636;BEŽIGRAD;LJUBLJANA;2763;20;;LJUBLJANA;MATJAŽEVA ULICA;15;;103;2;1;;;;54,1;;;;1958;2 - Stanovanje;nadstropje;;54,1;48,7; bivalni prostor | klet;48,7;;;
517064;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
497698;661;LIMBUŠ;MARIBOR;1262;3;;LIMBUŠ;LIMBUŠKO NABREŽJE;15;;2;5;1;3;;;143,48;;;;1980;1220301 - Poslovni prostori;pritličje;;450;450; poslovni prostor;143,18;;;
516942;1753;VIŽMARJE;LJUBLJANA;2132;2;soba št. 4;LJUBLJANA;TACENSKA CESTA;67;;2;2;1;;;;11;;;;1965;1220301 - Poslovni prostori;nadstropje;;111,6;111,6; poslovni prostor;;;;
479643;882;RAVNE;RAVNE NA KOROŠKEM;30;16;;RAVNE NA KOROŠKEM;JAVORNIK;27;;16;2;0;;;;80,42;;;;1977;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;84,7;74,8; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
483558;1725;AJDOVŠČINA;LJUBLJANA;1480;4;31-001-001;LJUBLJANA;KONGRESNI TRG;1;A;4;4;0;;;;13,5;;;;2011;1242002 - garaža v garažni hiši;klet;;3796,7;3796,7; garaža;;;;
508617;900;ŽERJAV;ČRNA NA KOROŠKEM;88;5;5;Žerjav;Žerjav;59;;4;2;0;;;;61,8;;;;1943;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;61,8;61,8; bivalni prostor;;;;
484168;1739;ZGORNJA ŠIŠKA;LJUBLJANA;6088;17;3569;LJUBLJANA;ŠIŠENSKA CESTA;5;;27;2;0;;;;85,61;;;;1965;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;88,5;81,2; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
498013;1737;TABOR;LJUBLJANA;230;63;;LJUBLJANA;TRDINOVA ULICA;9;;63;3;0;;;;125;;;;1980;16 - Garažno parkirno mesto;nadstropje;;2997,8;1462,5; garažni parkirni prostor;;;;
509022;2117;ZGORNJI BRNIK;CERKLJE NA GORENJSKEM;839;1;;Zgornji Brnik;Zgornji Brnik;130;T;;5;0;2;;;125,52;;;poslovni prostori v pritličju stavbe ?47.B. ? Poslovno logistični prostori za najem 2?, v skupni površini 125,52 m2, od tega delavnice s številko nahajališča 0115020211 v izmeri 24,19 m2 in številko nahajališča 0115020210 v izmeri 39,05 m2 ter pisarne s št. nahajališča 0115020203 v površini 23,42 m2, št. nahajališča 0115020202 v površini 18,83 m2 in št. nahajališča 0115020201 m2 v površini 20,03 m2;2004;1241006 - Hanger, baza, remiza;pritličje;;6004,2;5749,1; proizvodni in skladiščni prostor | proizvodni in skladiščni prostor | proizvodni in skladiščni prostor | proizvodni in skladiščni prostor;;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;295;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
498205;1456;NOVO MESTO;NOVO MESTO;385;22;0;Novo mesto;Seidlova cesta;20;;22;2;0;;;;27,8;;;;1983;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;28,8;26,8; bivalni prostor | klet;;;;
509309;1697;LANIŠČE;;2207;1;N5;;;;;;5;0;3;;;19,19;;;;2011;12 - Del stavbe za opravljanje storitev;pritličje;;2897;2897; lokal, prodajalna | lokal, prodajalna | lokal, prodajalna | lokal, prodajalna;19,19;;;
512698;2098;STRUŽEVO;KRANJ;101;2;112;KRANJ;STRUŽEVO;66;;2;5;1;2;;;18;;;;1990;9 - Poslovni del stavbe;pritličje;;313,7;243,2; poslovni prostor;;;;
485728;2636;BEŽIGRAD;LJUBLJANA;3626;463;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,7;;;;1996;1242003 - Pokrito parkirišče;klet;;12,7;12,7; garažni parkirni prostor;12,7;;;
492313;2304;NOVA GORICA;NOVA GORICA;805;43;;NOVA GORICA;CANKARJEVA ULICA;54;;43;2;0;;;;67,12;;;;1975;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;69;60,7; bivalni prostor | klet | zaprta terasa, balkon, loža;;;;
485025;1772;SLAPE;LJUBLJANA;2658;9;5349;LJUBLJANA;POLJE;375;;9;2;0;;;;61,46;;;;2005;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;2;68,6;57; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
489419;456;DEŽNO;PODLEHNIK;170;1;;DEŽNO PRI PODLEHNIKU;DEŽNO PRI PODLEHNIKU;2;;;9;1;2;;;60;;;;2018;1230303 - Spremljajoči objekti za prodajo bencina in drugih motornih goriv;;;459,5;233,8; lokal, prodajalna | lokal, prodajalna | odprta terasa, balkon, loža | odprta terasa, balkon, loža | poslovni prostor | poslovni prostor | skupne sanitarije | skupne sanitarije | skupni komunikacijski prostor | skupni komunikacijski prostor | tehnični prostor | tehnični prostor;;1;1;39,06
496966;2706;ZELENA JAMA;LJUBLJANA;1025;180;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
498110;2392;AJDOVŠČINA;AJDOVŠČINA;1335;1;;;;;;1;11;0;;;;53,4;;;;1983;1274012 - Kurilnica;pritličje;;619,3;619,3; klet;25;;;
500534;2636;BEŽIGRAD;LJUBLJANA;7937;740;;;;;;;3;0;;;;12,1;;;;1996;1242003 - Pokrito parkirišče;;;12,1;12,1; garažni parkirni prostor;;;;
513152;1723;VIČ;LJUBLJANA;9704;409;;;;;;;3;0;;;;12;;;;2010;15 - Garaža;klet;;12;12; garaža;12;;;
495724;1737;TABOR;LJUBLJANA;230;67;;LJUBLJANA;TRDINOVA ULICA;9;;67;3;0;;;;12;;;;1980;16 - Garažno parkirno mesto;nadstropje;;2997,8;1462,5; garažni parkirni prostor;;;;
504726;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;7643;710;198;;;;;;3;0;;;;12;;;;2005;1242002 - Garaža;klet;;12;12; garaža;12;;;
505025;1476;ŠENTJERNEJ;ŠENTJERNEJ;4590;1;;;;;;;13;1;;;;100;;;;1980;15 - Garaža;pritličje;;235,4;100,3; garaža;100;;;
509387;2316;VRTOJBA;ŠEMPETER-VRTOJBA;52;4;AN5;VRTOJBA;MEDNARODNI PREHOD;6;;4;5;0;3;;;18,25;;;;1986;9 - Poslovni del stavbe;;;1861,1;1656,6; poslovni prostor;18,25;;;
489242;2636;BEŽIGRAD;LJUBLJANA;3301;6;;Ljubljana;Štihova ulica;7;;6;2;0;;;;56,87;;;;1990;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;3;61,9;50,1; bivalni prostor;;;;
497528;193;SPODNJA ŠČAVNICA;GORNJA RADGONA;239;14;;SPODNJA ŠČAVNICA;SPODNJA ŠČAVNICA;38;A;14;2;1;;;;68;;;;2012;2 - Stanovanje;nadstropje;;68;54,9; bivalni prostor | klet | odprta terasa, balkon, loža;54,9;;;
485522;1728;LJUBLJANA MESTO;LJUBLJANA;3;1;10-071-293;;;;;;14;0;;;;30,5;;;;1944;1274003 - Klet;klet;;86,7;86,7; klet | klet;;;;
485727;2636;BEŽIGRAD;LJUBLJANA;3626;418;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;12,8;;;;1996;1242003 - Pokrito parkirišče;klet;;12,8;12,8; garažni parkirni prostor;12,8;;;
509026;2380;ŠTURJE;AJDOVŠČINA;247;1;;ŽAPUŽE;ŽAPUŽE;104;;;5;0;3;;;2,09;;;;1988;1 - Stanovanje v enostanovanjski stavbi;nadstropje;;208;98,2; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;2,09;;;
495106;1735;STOŽICE;LJUBLJANA;3702;10;32-001-001;;;;;10;4;0;;;;11,5;;;;2010;26 - Športna dvorana;klet;;11093,3;11093,3; poslovni prostor;;1;;0
513448;725;KOT;SLOVENSKA BISTRICA;43;15;;Lukanja;Lukanja;6;A;;15;1;;;;6,5;;;stopnišče;1962;1274020 - Stopnišče, hodnik;klet;;6,5;6,5; skupni komunikacijski prostor;6,5;;;
484258;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;8134;43;5995;LJUBLJANA;DEVINSKA ULICA;1;C;43;2;0;;;;53,15;;;;2009;1122201 - Oskrbovano stanovanje;nadstropje;2;63;44,4; bivalni prostor | klet | odprta terasa, balkon, loža;;;;
485667;2143;TRŽIČ;TRŽIČ;635;1;;TRŽIČ;PARADIŽ;7;;1;16;1;;;;12;;;;1972;1130001 - Bivalna enota v stavbi za posebne namene;pritličje;23;749,4;721,6; bivalni prostor | klet | shramba, sušilnica, pralnica | tehnični prostor;12;;;
485893;1739;ZGORNJA ŠIŠKA;LJUBLJANA;376;1;1,2;LJUBLJANA;LITOSTROJSKA CESTA;40;A;;5;0;3;;;34,6;;;Zaradi nezmožnosti vpisa dela stavbe št.3, je po nalogu  Uporabniške pomoči "umvn.etn@gov.si" z dne 5.1.2015 vnesen kot del stavbe št.1, dokler v REN ne bo omogočen pravilen vnos št. 3 in o čemer nas bodo pravočasno obvestili za evidentiranje te spremembe;2004;1251001 - Industrijski del stavbe;pritličje;;175;175; proizvodni in skladiščni prostor;;;;
512720;1738;DRAVLJE;LJUBLJANA;1291;80;;LJUBLJANA;STEGNE;27;;;5;1;3;;;16,27;;;;1964;37 - Skupni komunikacijski prostor;;;24,4;24,4; skupni komunikacijski prostor;16,27;;;
485723;1005;PREBOLD;PREBOLD;606;3;;PREBOLD;HMELJARSKA CESTA;8;;3;6;0;1;;;31,43;;;;1959;1242003 - Pokrito parkirišče;pritličje;;311;311; garažni parkirni prostor;;;;
497030;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;1625;1;;ROGAŠKA SLATINA;KIDRIČEVA ULICA;1; ;1;6;1;2;;;35;;;;1989;1241003 - Prostori za krajevna pristanišča;pritličje;;301,5;301,5; prostor za množično uporabo;35;;;
500632;2682;BRDO;LJUBLJANA;693;204;;;;;;;3;0;;;;12,5;;;;2008;1242002 - garaža v garažni hiši;pritličje;;12,5;12,5; garaža;12,5;;;
500825;1730;MOSTE;LJUBLJANA;12;1;78;LJUBLJANA;ŠMARTINSKA CESTA;152;G;1;9;0;3;;;170,61;;;;2009;10 - Trgovski del stavbe;pritličje;;62068,4;38641,1; lokal, prodajalna;;1;1;84,41
489066;1723;VIČ;LJUBLJANA;4856;1;;LJUBLJANA;SPLITSKA ULICA;4;;;2;0;;;;77,5;;;;1971;1272101 - Cerkev, molilnica;pritličje;;283,7;152,1; prostor za množično uporabo;77,5;;;
490502;1735;STOŽICE;LJUBLJANA;1709;1;;;;;;;3;0;;;;34,45;;;;1993;1242002 - Garaža;pritličje;;3300,5;3300,5; garaža;;;;
497074;657;MARIBOR-GRAD;MARIBOR;1388;2;3.1;MARIBOR;TYRŠEVA ULICA;2;;1;2;1;;;;51,35;;;;1960;1220201 - Banka, pošta, zavarovalnica;pritličje;;108,2;93,8; poslovni prostor | skupne sanitarije;46,47;;;
500403;1077;CELJE;CELJE;721;36;2 SOBNO;CELJE;BRODARJEVA ULICA;4;;36;2;0;;;;35,65;;;;1960;2 - Stanovanje;nadstropje;;35,7;33,1; bivalni prostor | klet;;0;;
489147;680;TEZNO;MARIBOR;3381;1;;;;;;1;8;0;1;;;373,5;;;;1993;1252003 - Hladilnice in specializirana skladišča;klet;;463,5;463,5; proizvodni in skladiščni prostor;;;;
500414;1075;OSTROŽNO;CELJE;1925;12;2 SOBI + KAB;CELJE;GORIŠKA ULICA;1;;12;2;0;;;;68,21;;;;1975;2 - Stanovanje;nadstropje;;70,1;64,6; bivalni prostor | klet | odprta terasa, balkon, loža;;0;;
485455;1185;PIJOVCI;ŠMARJE PRI JELŠAH;310;2;;MESTINJE;MESTINJE;13;C;;10;0;;;;27,8;;;;1947;1274020 - Stopnišče, hodnik;pritličje;;27,8;27,8; skupni komunikacijski prostor;27,8;;;
517832;1756;ČRNUČE;LJUBLJANA;1649;3;;Ljubljana;Pot k sejmišču;30;;3;11;0;;;;139;;;;1979;1252002 - Skladišča;pritličje;;2139;2139; proizvodni in skladiščni prostor;;;;
496966;2706;ZELENA JAMA;LJUBLJANA;1025;264;;;;;;;3;0;;;;12,5;;;;2008;15 - Garaža;klet;;12,5;12,5; garaža;12,5;;;
508965;1380;ŠMARJE;SEVNICA;454;3;;SEVNICA;PLANINSKA CESTA;3;;2;16;1;;;;82,1;;;;1930;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;;82,1;82,1; bivalni prostor;82,1;;;
517035;681;POBREŽJE;MARIBOR;109;10;;MARIBOR;OB GOZDU;16;;13;2;0;;;;45,05;;;;1962;2 - Stanovanje;nadstropje;;47,3;38,3; bivalni prostor;;0;;
517380;1726;ŠENTPETER;LJUBLJANA;474;1;;LJUBLJANA;ZALOŠKA CESTA;10;;1;2;1;;;;12;;;;1900;2 - Stanovanje;pritličje;;227,9;185,7; bivalni prostor;;;;
500369;2682;BRDO;LJUBLJANA;693;209;;;;;;;3;0;;;;12,5;;;;2008;1242002 - Garaža;pritličje;;12,5;12,5; garaža;;;;
480121;1738;DRAVLJE;LJUBLJANA;1394;116;;LJUBLJANA;CELOVŠKA CESTA;264;;116;2;1;;;;19,2;;;;1983;1122100 - Stanovanje v večstanovanjski stavbi ali stanovanjsko poslovni stavbi;nadstropje;1;19,2;19,2; bivalni prostor;19,2;;;
508252;1726;ŠENTPETER;LJUBLJANA;1327;5;;;;;;1;3;0;;;;12;;;;2010;16 - Garažno parkirno mesto;pritličje;;17279;5729,6; garažni parkirni prostor;;;;
497886;678;SPODNJE RADVANJE;MARIBOR;2916;11;;MARIBOR;ULICA EVE LOVŠE;6;;11;2;1;;;;56,4;;;;2009;2 - Stanovanje;nadstropje;;56,4;49,4; bivalni prostor | klet | zaprta terasa, balkon, loža;49,4;;;
483852;1735;STOŽICE;LJUBLJANA;3670;611;;;;;;;15;1;;;;25,2;;;;2010;1262001 - Muzej, knjižnica;klet;;25,2;25,2; poslovni prostor;25,2;;;
485728;2636;BEŽIGRAD;LJUBLJANA;3626;385;;LJUBLJANA;KRŽIČEVA ULICA;3;;;3;0;;;;13,6;;;;1996;1242003 - Pokrito parkirišče;klet;;13,6;13,6; garažni parkirni prostor;13,6;;;
492459;1994;DOBROVA;LJUBLJANA;1604;1;;LJUBLJANA;TRŽAŠKA CESTA;266;;1;12;1;;;;155,2;;;;1980;2 - Stanovanje;nadstropje;;155,2;126,2; bivalni prostor | klet;126,2;;;
